poll_id,question_id,race_id,year,race,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_party,cand1_pct,cand2_name,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
64224,118179,3723,2006,2006_House-G_IL-6,IL-6,House-G,House-G,Richard Day Research Inc.,287,10/21/2006,500,Tammy Duckworth,DEM,42,Peter J. Roskam,REP,46,,-4,11/7/2006,48.65,51.35,-2.7,1.3,-1.3,1,,
64224,118178,3725,2006,2006_House-G_IL-8,IL-8,House-G,House-G,Richard Day Research Inc.,287,10/21/2006,500,Melissa L. Bean,DEM,42,David McSweeney,REP,39,,3,11/7/2006,50.9,44.01,6.89,3.89,-3.89,1,,
64301,118287,3745,2006,2006_House-G_IN-9,IN-9,House-G,House-G,SurveyUSA,325,10/21/2006,519,Baron P. Hill,DEM,47,Michael E. Sodrel,REP,43,,4,11/7/2006,50.01,45.49,4.52,0.52,-0.52,1,,
64046,117864,3930,2006,2006_House-G_PA-10,PA-10,House-G,House-G,Franklin & Marshall College,106,10/21/2006,384,Christopher P. Carney,DEM,50,Don Sherwood,REP,38,,12,11/7/2006,52.9,47.01,5.89,6.11,6.11,1,,
64257,118235,4024,2006,2006_House-G_WI-8,WI-8,House-G,House-G,St. Norbert College,313,10/21/2006,400,Steven L. Kagen,DEM,43,John G. Gard,REP,43,,0,11/7/2006,50.9,48.76,2.14,2.14,-2.14,0.5,,
28953,120395,8655,2006,2006_House-G_US,US,House-G,House-G,ABC News/The Washington Post,3,10/21/2006,600,Democratic,DEM,54,Republican,REP,41,,13,11/7/2006,52.29,44.28,8,5,5,1,sample size unavailable; estimated at 600 as a default; among registered voters,
27735,33013,8655,2006,2006_House-G_US,US,House-G,House-G,CNN/Opinion Research Corp.,37,10/21/2006,600,Democratic,DEM,57,Republican,REP,40,,17,11/7/2006,52.29,44.28,8,9,9,1,sample size unavailable; estimated at 600 as a default,
63743,117353,8655,2006,2006_House-G_US,US,House-G,House-G,Financial Dynamics,95,10/21/2006,580,Democratic,DEM,46,Republican,REP,33,,13,11/7/2006,52.29,44.28,8,5,5,1,,
27736,33014,8655,2006,2006_House-G_US,US,House-G,House-G,Gallup,112,10/21/2006,600,Democratic,DEM,54,Republican,REP,41,,13,11/7/2006,52.29,44.28,8,5,5,1,sample size unavailable; estimated at 600 as a default,
27737,33015,8655,2006,2006_House-G_US,US,House-G,House-G,RT Strategies,275,10/21/2006,600,Democratic,DEM,57,Republican,REP,35,,22,11/7/2006,52.29,44.28,8,14,14,1,sample size unavailable; estimated at 600 as a default,
64397,118465,3605,2006,2006_House-G_AZ-8,AZ-8,House-G,House-G,Zimmerman & Associates/Marketing Intelligence,394,10/22/2006,600,Gabrielle Giffords,DEM,48,Randy J. Graf,REP,38,,10,11/7/2006,54.25,42.09,12.16,2.16,-2.16,1,,
64302,118288,3758,2006,2006_House-G_KY-4,KY-4,House-G,House-G,SurveyUSA,325,10/22/2006,466,Ken Lucas,DEM,44,Geoff Davis,REP,46,,-2,11/7/2006,43.38,51.69,-8.31,6.31,6.31,1,,
63824,117519,3868,2006,2006_House-G_NY-19,NY-19,House-G,House-G,Abacus Associates,6,10/22/2006,400,John Hall,DEM,46,Sue W. Kelly,REP,48,,-2,11/7/2006,51.22,48.78,2.44,4.44,-4.44,0,for unspecified Democratic spnosor,D
64367,118419,3924,2006,2006_House-G_PA-4,PA-4,House-G,House-G,Susquehanna Polling & Research Inc.,326,10/22/2006,400,Jason Altmire,DEM,42,Melissa A. Hart,REP,46,,-4,11/7/2006,51.89,48.03,3.86,7.86,-7.86,0,,
64047,117865,3928,2006,2006_House-G_PA-8,PA-8,House-G,House-G,Franklin & Marshall College,106,10/22/2006,394,Patrick J. Murphy,DEM,39,Michael G. Fitzpatrick,REP,48,,-9,11/7/2006,50.3,49.69,0.61,9.61,-9.61,0,,
64148,118023,3930,2006,2006_House-G_PA-10,PA-10,House-G,House-G,Momentum Analysis,214,10/22/2006,400,Christopher P. Carney,DEM,43,Don Sherwood,REP,49,,-6,11/7/2006,52.9,47.01,5.89,11.89,-11.89,0,for unspecified Democratic spnosor,D
63841,117544,4025,2006,2006_House-G_WY-1,WY-1,House-G,House-G,Aspen Media & Market Research,17,10/22/2006,539,Gary Trauner,DEM,40,Barbara Cubin,REP,44,,-4,11/7/2006,47.05,47.57,-0.52,3.48,-3.48,1,,
38936,117350,8655,2006,2006_House-G_US,US,House-G,House-G,Harris Insights & Analytics,133,10/22/2006,795,Democratic,DEM,47,Republican,REP,33,,14,11/7/2006,52.29,44.28,8,6,6,1,,
27733,33011,8655,2006,2006_House-G_US,US,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/22/2006,600,Democratic,DEM,44,Republican,REP,33,,11,11/7/2006,52.29,44.28,8,3,3,1,sample size unavailable; estimated at 600 as a default,
64258,118236,3666,2006,2006_House-G_CO-4,CO-4,House-G,House-G,Strategic Services,319,10/23/2006,600,Angie Paccione,DEM,45,Marilyn N. Musgrave,REP,42,,3,11/7/2006,43.12,45.61,-2.49,5.49,5.49,0,for unspecified Democratic spnosor,D
64144,118018,3708,2006,2006_House-G_GA-8,GA-8,House-G,House-G,Mellman Group,205,10/23/2006,400,James Marshall,DEM,50,Michael Allen Collins,REP,34,,16,11/7/2006,50.55,49.45,1.1,14.9,14.9,1,for unspecified Democratic spnosor,D
64303,118289,3809,2006,2006_House-G_MN-6,MN-6,House-G,House-G,SurveyUSA,325,10/23/2006,738,Patricia Wetterling,DEM,43,Michele Bachmann,REP,49,,-6,11/7/2006,42.07,50.05,-7.98,1.98,1.98,1,,
64175,118082,3847,2006,2006_House-G_NM-1,NM-1,House-G,House-G,Public Opinion Strategies,260,10/23/2006,450,Patricia A. Madrid,DEM,48,Heather A. Wilson,REP,45,,3,11/7/2006,49.8,50.2,-0.41,3.41,3.41,0,for unspecified Republican spnosor,R
64128,117984,3995,2006,2006_House-G_VA-2,VA-2,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/23/2006,400,Philip J. Kellam,DEM,44,Thelma D. Drake,REP,46,,-2,11/7/2006,48.45,51.27,-2.82,0.82,0.82,1,,
64304,118290,4006,2006,2006_House-G_WA-2,WA-2,House-G,House-G,SurveyUSA,325,10/23/2006,524,Rick Larsen,DEM,62,Douglas R. Roulstone,REP,33,,29,11/7/2006,64.16,35.84,28.32,0.68,0.68,1,,
27732,33010,8655,2006,2006_House-G_US,US,House-G,House-G,Ipsos,154,10/23/2006,600,Democratic,DEM,56,Republican,REP,37,,19,11/7/2006,52.29,44.28,8,11,11,1,sample size unavailable; estimated at 600 as a default,
64113,117956,3757,2006,2006_House-G_KY-3,KY-3,House-G,House-G,Louisville Courier-Journal,174,10/24/2006,669,John Yarmuth,DEM,42,Anne Meagher Northup,REP,48,,-6,11/7/2006,50.62,48.18,2.45,8.45,-8.45,0,,
24689,118133,3830,2006,2006_House-G_NV-2,NV-2,House-G,House-G,Research 2000,281,10/24/2006,400,Jill Talbot Derby,DEM,40,Dean Heller,REP,48,,-8,11/7/2006,44.94,50.35,-5.4,2.6,-2.6,1,,
64072,117900,3869,2006,2006_House-G_NY-20,NY-20,House-G,House-G,Grove Insight,129,10/24/2006,400,Kirsten E. Gillibrand,DEM,43,John E. Sweeney,REP,40,,3,11/7/2006,53.1,46.9,6.2,3.2,-3.2,1,for unspecified Democratic spnosor,D
64305,118291,3875,2006,2006_House-G_NY-26,NY-26,House-G,House-G,SurveyUSA,325,10/24/2006,411,Jack Davis,DEM,46,Thomas M. Reynolds,REP,50,,-4,11/7/2006,48.02,51.98,-3.97,0.03,-0.03,1,,
64176,118083,3924,2006,2006_House-G_PA-4,PA-4,House-G,House-G,Public Opinion Strategies,260,10/24/2006,400,Jason Altmire,DEM,38,Melissa A. Hart,REP,50,,-12,11/7/2006,51.89,48.03,3.86,15.86,-15.86,0,for unspecified Republican spnosor,R
63851,117554,3927,2006,2006_House-G_PA-7,PA-7,House-G,House-G,Benenson Strategy Group,30,10/24/2006,400,Joe Sestak,DEM,50,W. Curtis Weldon,REP,43,,7,11/7/2006,56.36,43.6,12.75,5.75,-5.75,1,for unspecified Democratic spnosor,D
64114,117957,3930,2006,2006_House-G_PA-10,PA-10,House-G,House-G,Lycoming College,176,10/24/2006,643,Christopher P. Carney,DEM,47,Don Sherwood,REP,38,,9,11/7/2006,52.9,47.01,5.89,3.11,3.11,1,,
24691,118134,3993,2006,2006_House-G_VT-1,VT-1,House-G,House-G,Research 2000,281,10/24/2006,400,Peter Welch,DEM,51,Martha Rainville,REP,41,,10,11/7/2006,53.22,44.54,8.68,1.32,1.32,1,among registered voters,
64229,118186,3598,2006,2006_House-G_AZ-1,AZ-1,House-G,House-G,RT Strategies,275,10/25/2006,1037,Ellen S. Simon,DEM,46,Richard Renzi,REP,48,,-2,11/7/2006,43.45,51.75,-8.31,6.31,6.31,1,,
64230,118188,3613,2006,2006_House-G_CA-4,CA-4,House-G,House-G,RT Strategies,275,10/25/2006,954,Charles V. Brown,DEM,46,John T. Doolittle,REP,49,,-3,11/7/2006,45.87,49.05,-3.18,0.18,0.18,1,,
64230,118187,3620,2006,2006_House-G_CA-11,CA-11,House-G,House-G,RT Strategies,275,10/25/2006,983,Jerry McNerney,DEM,48,Richard W. Pombo,REP,46,,2,11/7/2006,53.27,46.73,6.53,4.53,-4.53,1,,
64231,118189,3666,2006,2006_House-G_CO-4,CO-4,House-G,House-G,RT Strategies,275,10/25/2006,991,Angie Paccione,DEM,48,Marilyn N. Musgrave,REP,45,,3,11/7/2006,43.12,45.61,-2.49,5.49,5.49,0,,
55223,117985,3667,2006,2006_House-G_CO-5,CO-5,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/25/2006,400,Jay Fawcett,DEM,40,Doug Lamborn,REP,47,,-7,11/7/2006,40.35,59.62,-19.27,12.27,12.27,1,,
64231,118190,3669,2006,2006_House-G_CO-7,CO-7,House-G,House-G,RT Strategies,275,10/25/2006,983,Ed Perlmutter,DEM,51,Rick O'Donnell,REP,46,,5,11/7/2006,54.93,42.06,12.87,7.87,-7.87,1,,
64075,117903,3671,2006,2006_House-G_CT-2,CT-2,House-G,House-G,Grove Insight,129,10/25/2006,400,Joe Courtney,DEM,46,Robert R. Simmons,REP,42,,4,11/7/2006,50.02,49.98,0.03,3.97,3.97,1,for unspecified Democratic spnosor,D
64177,118084,3671,2006,2006_House-G_CT-2,CT-2,House-G,House-G,Public Opinion Strategies,260,10/25/2006,400,Joe Courtney,DEM,36,Robert R. Simmons,REP,50,,-14,11/7/2006,50.02,49.98,0.03,14.03,-14.03,0,for unspecified Republican spnosor,R
64232,118191,3671,2006,2006_House-G_CT-2,CT-2,House-G,House-G,RT Strategies,275,10/25/2006,947,Joe Courtney,DEM,51,Robert R. Simmons,REP,45,,6,11/7/2006,50.02,49.98,0.03,5.97,5.97,1,,
64232,118192,3673,2006,2006_House-G_CT-4,CT-4,House-G,House-G,RT Strategies,275,10/25/2006,976,Diane Farrell,DEM,43,Christopher H. Shays,REP,52,,-9,11/7/2006,47.58,50.96,-3.38,5.62,-5.62,1,,
64232,118193,3674,2006,2006_House-G_CT-5,CT-5,House-G,House-G,RT Strategies,275,10/25/2006,994,Christopher Murphy,DEM,51,Nancy L. Johnson,REP,43,,8,11/7/2006,56.46,43.54,12.93,4.93,-4.93,1,,
64233,118194,3688,2006,2006_House-G_FL-13,FL-13,House-G,House-G,RT Strategies,275,10/25/2006,1005,Christine L. Jennings,DEM,49,Vern Buchanan,REP,47,,2,11/7/2006,49.92,50.08,-0.15,2.15,2.15,0,,
64233,118195,3697,2006,2006_House-G_FL-22,FL-22,House-G,House-G,RT Strategies,275,10/25/2006,961,Ron Klein,DEM,50,E. Clay Shaw,REP,48,,2,11/7/2006,50.88,47.13,3.76,1.76,-1.76,1,,
64234,118197,3723,2006,2006_House-G_IL-6,IL-6,House-G,House-G,RT Strategies,275,10/25/2006,990,Tammy Duckworth,DEM,48,Peter J. Roskam,REP,47,,1,11/7/2006,48.65,51.35,-2.7,3.7,3.7,0,,
64234,118198,3725,2006,2006_House-G_IL-8,IL-8,House-G,House-G,RT Strategies,275,10/25/2006,1013,Melissa L. Bean,DEM,50,David McSweeney,REP,45,,5,11/7/2006,50.9,44.01,6.89,1.89,-1.89,1,,
64234,118196,3727,2006,2006_House-G_IL-10,IL-10,House-G,House-G,RT Strategies,275,10/25/2006,1008,Daniel J. Seals,DEM,48,Mark Kirk,REP,46,,2,11/7/2006,46.62,53.38,-6.75,8.75,8.75,0,,
64235,118199,3738,2006,2006_House-G_IN-2,IN-2,House-G,House-G,RT Strategies,275,10/25/2006,977,Joe Donnelly,DEM,48,J. Chris Chocola,REP,45,,3,11/7/2006,53.98,46.02,7.95,4.95,-4.95,1,,
64206,118135,3739,2006,2006_House-G_IN-3,IN-3,House-G,House-G,Research 2000,281,10/25/2006,400,Thomas E. Hayhurst,DEM,40,Mark Edward Souder,REP,52,,-12,11/7/2006,45.72,54.28,-8.57,3.43,-3.43,1,,
64235,118200,3744,2006,2006_House-G_IN-8,IN-8,House-G,House-G,RT Strategies,275,10/25/2006,1065,Brad Ellsworth,DEM,53,John Nathan Hostettler,REP,43,,10,11/7/2006,61.02,38.98,22.04,12.04,-12.04,1,,
64235,118201,3745,2006,2006_House-G_IN-9,IN-9,House-G,House-G,RT Strategies,275,10/25/2006,1023,Baron P. Hill,DEM,51,Michael E. Sodrel,REP,43,,8,11/7/2006,50.01,45.49,4.52,3.48,3.48,1,,
64236,118202,3757,2006,2006_House-G_KY-3,KY-3,House-G,House-G,RT Strategies,275,10/25/2006,1010,John Yarmuth,DEM,52,Anne Meagher Northup,REP,46,,6,11/7/2006,50.62,48.18,2.45,3.55,3.55,1,,
64236,118203,3758,2006,2006_House-G_KY-4,KY-4,House-G,House-G,RT Strategies,275,10/25/2006,996,Ken Lucas,DEM,50,Geoff Davis,REP,46,,4,11/7/2006,43.38,51.69,-8.31,12.31,12.31,0,,
64237,118204,3804,2006,2006_House-G_MN-1,MN-1,House-G,House-G,RT Strategies,275,10/25/2006,1042,Timothy J. Walz,DEM,47,Gilbert W. Gutknecht,REP,50,,-3,11/7/2006,52.74,47.12,5.61,8.61,-8.61,0,,
64237,118205,3809,2006,2006_House-G_MN-6,MN-6,House-G,House-G,RT Strategies,275,10/25/2006,1056,Patricia Wetterling,DEM,47,Michele Bachmann,REP,48,,-1,11/7/2006,42.07,50.05,-7.98,6.98,6.98,1,,
64238,118206,3831,2006,2006_House-G_NV-3,NV-3,House-G,House-G,RT Strategies,275,10/25/2006,1031,Tessa M. Hafen,DEM,44,Jon C. Porter,REP,51,,-7,11/7/2006,46.57,48.46,-1.88,5.12,-5.12,1,,
64239,118207,3833,2006,2006_House-G_NH-2,NH-2,House-G,House-G,RT Strategies,275,10/25/2006,988,Paul W. Hodes,DEM,50,Charles Bass,REP,47,,3,11/7/2006,52.71,45.61,7.1,4.1,-4.1,1,,
64240,118208,3840,2006,2006_House-G_NJ-7,NJ-7,House-G,House-G,RT Strategies,275,10/25/2006,1013,Linda Stender,DEM,43,Michael A. Ferguson,REP,46,,-3,11/7/2006,47.95,49.43,-1.48,1.52,-1.52,1,,
64241,118213,3852,2006,2006_House-G_NY-3,NY-3,House-G,House-G,RT Strategies,275,10/25/2006,982,David L. Mejias,DEM,44,Peter King,REP,51,,-7,11/7/2006,43.96,47.85,-3.9,3.1,-3.1,1,,
64241,118209,3868,2006,2006_House-G_NY-19,NY-19,House-G,House-G,RT Strategies,275,10/25/2006,944,John Hall,DEM,49,Sue W. Kelly,REP,47,,2,11/7/2006,51.22,48.78,2.44,0.44,-0.44,1,,
64241,118210,3869,2006,2006_House-G_NY-20,NY-20,House-G,House-G,RT Strategies,275,10/25/2006,1040,Kirsten E. Gillibrand,DEM,53,John E. Sweeney,REP,42,,11,11/7/2006,53.1,46.9,6.2,4.8,4.8,1,,
64241,118211,3874,2006,2006_House-G_NY-25,NY-25,House-G,House-G,RT Strategies,275,10/25/2006,1020,Daniel B. Maffei,DEM,53,James T. Walsh,REP,44,,9,11/7/2006,46.23,50.79,-4.56,13.56,13.56,0,,
64241,118212,3878,2006,2006_House-G_NY-29,NY-29,House-G,House-G,RT Strategies,275,10/25/2006,1004,Eric J. Massa,DEM,53,John R. Kuhl,REP,42,,11,11/7/2006,48.54,44.33,4.2,6.8,6.8,1,,
64242,118215,3886,2006,2006_House-G_NC-8,NC-8,House-G,House-G,RT Strategies,275,10/25/2006,999,Lawrence Webb Kissell,DEM,48,Robert C. Hayes,REP,44,,4,11/7/2006,49.86,50.14,-0.27,4.27,4.27,0,,
64242,118214,3889,2006,2006_House-G_NC-11,NC-11,House-G,House-G,RT Strategies,275,10/25/2006,1002,Joseph Heath Shuler,DEM,53,Charles H. Taylor,REP,44,,9,11/7/2006,53.79,46.21,7.59,1.41,1.41,1,,
64243,118216,3893,2006,2006_House-G_OH-1,OH-1,House-G,House-G,RT Strategies,275,10/25/2006,999,John Cranley,DEM,48,Steve Chabot,REP,46,,2,11/7/2006,47.75,52.25,-4.5,6.5,6.5,0,,
64243,118218,3894,2006,2006_House-G_OH-2,OH-2,House-G,House-G,RT Strategies,275,10/25/2006,972,Victoria Wulsin,DEM,46,Jean Schmidt,REP,51,,-5,11/7/2006,49.39,50.45,-1.06,3.94,-3.94,1,,
64243,118217,3904,2006,2006_House-G_OH-12,OH-12,House-G,House-G,RT Strategies,275,10/25/2006,1002,Robert Shamansky,DEM,46,Patrick J. Tiberi,REP,51,,-5,11/7/2006,42.7,57.3,-14.6,9.6,9.6,1,,
64244,118219,3924,2006,2006_House-G_PA-4,PA-4,House-G,House-G,RT Strategies,275,10/25/2006,1008,Jason Altmire,DEM,47,Melissa A. Hart,REP,51,,-4,11/7/2006,51.89,48.03,3.86,7.86,-7.86,0,,
64244,118220,3926,2006,2006_House-G_PA-6,PA-6,House-G,House-G,RT Strategies,275,10/25/2006,1006,Lois Murphy,DEM,51,Jim Gerlach,REP,46,,5,11/7/2006,49.34,50.66,-1.32,6.32,6.32,0,,
64244,118221,3928,2006,2006_House-G_PA-8,PA-8,House-G,House-G,RT Strategies,275,10/25/2006,994,Patrick J. Murphy,DEM,50,Michael G. Fitzpatrick,REP,47,,3,11/7/2006,50.3,49.69,0.61,2.39,2.39,1,,
64710,119664,3948,2006,2006_House-G_SD-1,SD-1,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/25/2006,800,Stephanie Herseth Sandlin,DEM,66,Bruce W. Whalen,REP,26,,40,11/7/2006,69.09,29.34,39.75,0.25,0.25,1,,
64245,118222,3995,2006,2006_House-G_VA-2,VA-2,House-G,House-G,RT Strategies,275,10/25/2006,989,Philip J. Kellam,DEM,50,Thelma D. Drake,REP,45,,5,11/7/2006,48.45,51.27,-2.82,7.82,7.82,0,,
64246,119665,4009,2006,2006_House-G_WA-5,WA-5,House-G,House-G,RT Strategies,275,10/25/2006,991,Peter J. Goldmark,DEM,46,Cathy McMorris Rodgers,REP,51,,-5,11/7/2006,43.6,56.4,-12.79,7.79,7.79,1,,
64246,118223,4012,2006,2006_House-G_WA-8,WA-8,House-G,House-G,RT Strategies,275,10/25/2006,1004,Darcy Burner,DEM,49,David G. Reichert,REP,47,,2,11/7/2006,48.54,51.46,-2.92,4.92,4.92,0,,
64247,118224,4024,2006,2006_House-G_WI-8,WI-8,House-G,House-G,RT Strategies,275,10/25/2006,984,Steven L. Kagen,DEM,51,John G. Gard,REP,45,,6,11/7/2006,50.9,48.76,2.14,3.86,3.86,1,,
27731,33009,8655,2006,2006_House-G_US,US,House-G,House-G,Fox News/Opinion Dynamics Corp.,104,10/25/2006,900,Democratic,DEM,49,Republican,REP,38,,11,11/7/2006,52.29,44.28,8,3,3,1,,
64386,118452,3674,2006,2006_House-G_CT-5,CT-5,House-G,House-G,University of Connecticut,347,10/26/2006,762,Christopher Murphy,DEM,46,Nancy L. Johnson,REP,42,,4,11/7/2006,56.46,43.54,12.93,8.93,-8.93,1,,
64129,117986,3716,2006,2006_House-G_ID-1,ID-1,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/26/2006,314,Larry Grant,DEM,37,William T. Sali,REP,39,,-2,11/7/2006,44.8,49.94,-5.13,3.13,3.13,1,,
63853,117556,3874,2006,2006_House-G_NY-25,NY-25,House-G,House-G,Benenson Strategy Group,30,10/26/2006,400,Daniel B. Maffei,DEM,42,James T. Walsh,REP,44,,-2,11/7/2006,46.23,50.79,-4.56,2.56,2.56,1,for unspecified Democratic spnosor,D
64079,117907,3893,2006,2006_House-G_OH-1,OH-1,House-G,House-G,Grove Insight,129,10/26/2006,400,John Cranley,DEM,49,Steve Chabot,REP,40,,9,11/7/2006,47.75,52.25,-4.5,13.5,13.5,0,for unspecified Democratic spnosor,D
64410,118491,3926,2006,2006_House-G_PA-6,PA-6,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/26/2006,500,Lois Murphy,DEM,49,Jim Gerlach,REP,44,,5,11/7/2006,49.34,50.66,-1.32,6.32,6.32,0,,
64158,118060,3928,2006,2006_House-G_PA-8,PA-8,House-G,House-G,Muhlenberg College,219,10/26/2006,421,Patrick J. Murphy,DEM,42,Michael G. Fitzpatrick,REP,47,,-5,11/7/2006,50.3,49.69,0.61,5.61,-5.61,0,,
64391,118459,3605,2006,2006_House-G_AZ-8,AZ-8,House-G,House-G,Wick Communications,381,10/27/2006,400,Gabrielle Giffords,DEM,50,Randy J. Graf,REP,35,,15,11/7/2006,54.25,42.09,12.16,2.84,2.84,1,,
64411,118492,3605,2006,2006_House-G_AZ-8,AZ-8,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Gabrielle Giffords,DEM,53,Randy J. Graf,REP,41,,12,11/7/2006,54.25,42.09,12.16,0.16,-0.16,1,,
64412,118493,3669,2006,2006_House-G_CO-7,CO-7,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Ed Perlmutter,DEM,54,Rick O'Donnell,REP,40,,14,11/7/2006,54.93,42.06,12.87,1.13,1.13,1,,
64413,118494,3671,2006,2006_House-G_CT-2,CT-2,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Joe Courtney,DEM,42,Robert R. Simmons,REP,47,,-5,11/7/2006,50.02,49.98,0.03,5.03,-5.03,0,,
64207,118136,3673,2006,2006_House-G_CT-4,CT-4,House-G,House-G,Research 2000,281,10/27/2006,600,Diane Farrell,DEM,47,Christopher H. Shays,REP,43,,4,11/7/2006,47.58,50.96,-3.38,7.38,7.38,0,,
64413,118495,3673,2006,2006_House-G_CT-4,CT-4,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Diane Farrell,DEM,51,Christopher H. Shays,REP,44,,7,11/7/2006,47.58,50.96,-3.38,10.38,10.38,0,,
64207,118137,3674,2006,2006_House-G_CT-5,CT-5,House-G,House-G,Research 2000,281,10/27/2006,600,Christopher Murphy,DEM,46,Nancy L. Johnson,REP,43,,3,11/7/2006,56.46,43.54,12.93,9.93,-9.93,1,,
64414,118496,3723,2006,2006_House-G_IL-6,IL-6,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Tammy Duckworth,DEM,54,Peter J. Roskam,REP,40,,14,11/7/2006,48.65,51.35,-2.7,16.7,16.7,0,,
64415,118497,3738,2006,2006_House-G_IN-2,IN-2,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Joe Donnelly,DEM,52,J. Chris Chocola,REP,39,,13,11/7/2006,53.98,46.02,7.95,5.05,5.05,1,,
64415,118498,3745,2006,2006_House-G_IN-9,IN-9,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Baron P. Hill,DEM,48,Michael E. Sodrel,REP,46,,2,11/7/2006,50.01,45.49,4.52,2.52,-2.52,1,,
64416,118499,3746,2006,2006_House-G_IA-1,IA-1,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Bruce L. Braley,DEM,49,Mike Whalen,REP,42,,7,11/7/2006,55.1,43.25,11.85,4.85,-4.85,1,,
64417,118500,3758,2006,2006_House-G_KY-4,KY-4,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Ken Lucas,DEM,45,Geoff Davis,REP,42,,3,11/7/2006,43.38,51.69,-8.31,11.31,11.31,0,,
64418,118501,3809,2006,2006_House-G_MN-6,MN-6,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Patricia Wetterling,DEM,42,Michele Bachmann,REP,52,,-10,11/7/2006,42.07,50.05,-7.98,2.02,-2.02,1,,
64419,118502,3847,2006,2006_House-G_NM-1,NM-1,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Patricia A. Madrid,DEM,53,Heather A. Wilson,REP,44,,9,11/7/2006,49.8,50.2,-0.41,9.41,9.41,0,,
64420,118503,3889,2006,2006_House-G_NC-11,NC-11,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Joseph Heath Shuler,DEM,48,Charles H. Taylor,REP,43,,5,11/7/2006,53.79,46.21,7.59,2.59,-2.59,1,,
64421,118504,3910,2006,2006_House-G_OH-18,OH-18,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Zachary T. Space,DEM,53,Joy Padgett,REP,33,,20,11/7/2006,62.06,37.94,24.12,4.12,-4.12,1,,
64422,118505,3995,2006,2006_House-G_VA-2,VA-2,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/27/2006,500,Philip J. Kellam,DEM,43,Thelma D. Drake,REP,51,,-8,11/7/2006,48.45,51.27,-2.82,5.18,-5.18,1,,
27730,33008,8655,2006,2006_House-G_US,US,House-G,House-G,Princeton Survey Research Associates International,258,10/27/2006,600,Democratic,DEM,53,Republican,REP,38,,15,11/7/2006,52.29,44.28,8,7,7,1,sample size unavailable; estimated at 600 as a default,
64306,118292,3665,2006,2006_House-G_CO-3,CO-3,House-G,House-G,SurveyUSA,325,10/28/2006,611,John T. Salazar,DEM,57,Scott Tipton,REP,38,,19,11/7/2006,61.59,36.55,25.04,6.04,-6.04,1,,
63839,117542,3752,2006,2006_House-G_KS-2,KS-2,House-G,House-G,ASA Marketing Group,5,10/28/2006,1002,Nancy Boyda,DEM,50,Jim Ryun,REP,41,,9,11/7/2006,50.6,47.14,3.46,5.54,5.54,1,for unspecified Democratic spnosor,D
64107,117950,3756,2006,2006_House-G_KY-2,KY-2,House-G,House-G,Lauer Johnson Research,167,10/28/2006,400,Michael J. Weaver,DEM,46,Ron Lewis,REP,43,,3,11/7/2006,44.59,55.41,-10.81,13.81,13.81,0,for unspecified Democratic spnosor,D
24349,117987,3830,2006,2006_House-G_NV-2,NV-2,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/28/2006,400,Jill Talbot Derby,DEM,39,Dean Heller,REP,47,,-8,11/7/2006,44.94,50.35,-5.4,2.6,-2.6,1,,
24349,117988,3831,2006,2006_House-G_NV-3,NV-3,House-G,House-G,Mason-Dixon Polling & Strategy,197,10/28/2006,400,Tessa M. Hafen,DEM,39,Jon C. Porter,REP,46,,-7,11/7/2006,46.57,48.46,-1.88,5.12,-5.12,1,,
4087,33006,8655,2006,2006_House-G_US,US,House-G,House-G,CNN/Opinion Research Corp.,37,10/28/2006,600,Democratic,DEM,53,Republican,REP,42,,11,11/7/2006,52.29,44.28,8,3,3,1,sample size unavailable; estimated at 600 as a default,
27729,117590,8655,2006,2006_House-G_US,US,House-G,House-G,RT Strategies,275,10/28/2006,703.5,Democratic,DEM,60,Republican,REP,35.5,,24.5,11/7/2006,52.29,44.28,8,16.5,16.5,1,sample size unavailable; estimated at 600 as a default; average of multiple versions or turnout models listed in poll,
